,red,farred,ratio_Neuron,Neuron,l_distance,X,Y,normx,normy,fish_Neuron
6,92.939,108.788,0.17660218888393547,6,8.52325595594035,125.591,179.652,-28.242000000000004,51.81899999999999,27_11_2024/fish6p1_6
5,92.944,108.889,0.17603676696282652,5,10.08451619234221,130.361,170.111,-23.47200000000001,42.27799999999999,27_11_2024/fish6p1_5
0,91.425,117.55,0.17548727197059036,0,10.138927609741774,189.475,116.175,46.474999999999994,-30.825000000000003,27_11_2024/fish7p1_0
6,95.36,121.28,0.1749225193045122,6,12.62773849024064,179.98,175.26,-2.0200000000000102,11.759999999999991,26_11_2024/fish3p2_6
5,93.595,129.119,0.17139283156291304,5,45.69248319835078,109.31,148.762,-33.69,1.7620000000000005,27_11_2024/fish7p1_5
4,100.921,166.184,0.16971151937989495,4,54.975088965433144,99.395,145.711,-43.605000000000004,-1.2889999999999873,27_11_2024/fish7p1_4
5,94.744,123.116,0.16795652889840265,5,0.9227447820675008,149.523,141.314,19.022999999999996,4.313999999999993,27_11_2024/fish7p2_5
9,90.95,103.3,0.16412323639504794,9,30.064738027376883,120.45,184.0,-43.717,43.833,26_11_2024/fish4_plane1_9
9,91.083,100.208,0.16211941478845382,9,44.8121601021399,88.0,176.333,-70.167,42.166,26_11_2024/fish9_9
7,94.872,121.923,0.1598683319199755,7,3.07914214011341,185.295,116.372,37.127999999999986,-28.461,26_11_2024/fish4_plane2_7
12,99.738,148.929,0.15844807588511578,12,8.61232557057695,157.762,214.5,-24.238,51.0,26_11_2024/fish3p2_12
0,95.875,129.036,0.15498936135742594,0,6.725086156046323,220.036,127.643,38.036,-35.857,26_11_2024/fish3p2_0
10,92.342,112.184,0.1542444494542177,10,33.465963965700226,114.447,187.5,-49.72,47.333,26_11_2024/fish4_plane1_10
0,92.161,110.968,0.1523455949386554,0,51.184046946583074,127.274,117.274,-22.226,-29.558999999999997,26_11_2024/fish7p1_0
3,105.529,124.765,0.14835529322966343,3,3.788229029805136,205.029,122.853,29.528999999999996,-7.147000000000006,26_11_2024/fish5p1_3
5,96.617,143.957,0.1439090053952363,5,7.069989518376533,197.266,82.947,42.26599999999999,-28.552999999999997,27_11_2024/fish5p1_5
2,91.182,109.091,0.14274499147002423,2,3.9451773378956694,164.136,123.652,33.635999999999996,-13.347999999999999,27_11_2024/fish7p2_2
3,91.414,105.759,0.14158277296225757,3,12.17358940353952,194.741,84.707,46.57400000000001,-60.126000000000005,26_11_2024/fish4_plane2_3
1,93.486,124.029,0.13988746483276024,1,9.68497917035632,159.586,120.043,29.086000000000013,-16.956999999999994,27_11_2024/fish7p2_1
1,91.973,113.081,0.13799271022243453,1,4.103602775347436,202.77,111.392,38.60300000000001,-28.775000000000006,26_11_2024/fish4_plane1_1
3,91.0,124.667,0.137924585641817,3,35.25588188632157,137.0,134.833,-6.0,-12.167000000000002,27_11_2024/fish7p1_3
11,97.625,146.15,0.13734466971877038,11,7.82751674068066,165.725,204.35,-16.275000000000006,40.849999999999994,26_11_2024/fish3p2_11
10,90.371,105.029,0.13689414778670092,10,19.59679738246255,72.671,187.071,-57.82899999999999,50.071,27_11_2024/fish7p2_10
11,98.476,159.19,0.1368795959259459,11,2.8587493916203535,142.452,141.429,-12.548000000000002,29.929000000000002,27_11_2024/fish5p1_11
0,90.895,103.158,0.1367516487281238,0,43.758666736008024,169.868,64.974,21.700999999999993,-79.859,26_11_2024/fish4_plane2_0
29,88.538,91.346,0.1351768409357452,29,5.26720715576164,164.5,158.0,0.3329999999999984,17.833,26_11_2024/fish4_plane1_29
7,103.865,118.231,0.13471173421504767,7,46.45469296041762,129.788,151.462,-45.71199999999999,21.46199999999999,26_11_2024/fish5p1_7
0,95.061,137.879,0.13034697374174595,0,35.620629248364615,167.894,76.985,37.394000000000005,-60.015,27_11_2024/fish7p2_0
0,91.632,117.895,0.12668963379326095,0,68.18475100607412,150.658,42.974,-4.342000000000013,-68.52600000000001,27_11_2024/fish5p1_0
14,91.054,109.541,0.12464345389795639,14,37.3650004995418,93.527,215.392,-70.64,75.225,26_11_2024/fish4_plane1_14
6,96.854,153.39,0.12456092734253328,6,5.021959858525389,132.5,151.5,2.0,14.5,27_11_2024/fish7p2_6
9,90.0,104.968,0.12201989862962241,9,19.472627346739536,85.758,175.113,-44.742000000000004,38.113,27_11_2024/fish7p2_9
3,94.816,133.816,0.12058264524727721,3,6.390810710147756,139.237,163.868,-14.596000000000004,36.035,27_11_2024/fish6p1_3
4,91.2,114.933,0.11745433190121461,4,0.6917444084387145,155.633,135.967,25.13300000000001,-1.032999999999987,27_11_2024/fish7p2_4
10,91.0,105.682,0.11719482467654224,10,30.804194903698498,88.045,196.136,-70.122,61.968999999999994,26_11_2024/fish9_10
13,93.02,123.878,0.11201576518176617,13,26.182939087214937,132.153,220.663,-49.84700000000001,57.16300000000001,26_11_2024/fish3p2_13
2,98.769,169.949,0.11041127630397475,2,50.92409369644904,124.91,157.987,-45.923,5.486999999999995,26_11_2024/fish7p2_2
1,91.676,114.595,0.10600782235140736,1,2.408754034399418,216.608,140.203,34.608000000000004,-23.296999999999997,26_11_2024/fish3p2_1
2,90.553,106.079,0.10200380588968873,2,21.288658326656673,184.947,83.105,36.78,-61.727999999999994,26_11_2024/fish4_plane2_2
0,94.953,150.419,0.09189041420837278,0,12.69293143792338,184.849,132.314,14.015999999999991,-20.186000000000007,26_11_2024/fish7p2_0
17,89.062,92.219,0.09175809822361511,17,66.05790742587664,148.0,86.0,-10.167000000000002,-48.167,26_11_2024/fish9_17
8,90.621,119.31,0.08895603014728395,8,27.777521092683376,91.914,158.086,-38.586,21.086000000000013,27_11_2024/fish7p2_8
3,92.276,129.828,0.0809841634782011,3,5.857904746897368,180.845,138.328,22.677999999999997,4.161000000000001,26_11_2024/fish9_3
21,89.458,98.917,0.07269029986645609,21,7.815498740163046,154.5,162.0,-3.6670000000000016,27.833,26_11_2024/fish9_21
4,89.476,106.381,0.07267570681556322,4,11.947352094705266,138.024,175.881,-11.475999999999999,29.048000000000002,26_11_2024/fish7p1_4
1,89.75,119.875,0.07105568445475643,1,12.464720629809337,206.375,66.719,51.375,-44.781000000000006,27_11_2024/fish5p1_1
0,90.639,117.222,0.06572014096493992,0,73.44296979868462,121.056,102.583,-37.111000000000004,-31.584000000000003,26_11_2024/fish9_0
12,88.919,111.297,0.06436326483555363,12,25.771240827929052,106.824,143.878,-48.176,32.377999999999986,27_11_2024/fish5p1_12
6,89.114,107.886,0.05184144150852101,6,14.426992247481413,119.7,201.786,-29.799999999999997,54.953,26_11_2024/fish7p1_6
16,89.625,106.562,0.05083953942125354,16,10.431720762177722,221.5,119.0,39.5,-44.5,26_11_2024/fish3p2_16
14,89.071,97.643,0.049407713141067046,14,9.259400076318103,142.5,172.0,-15.667000000000002,37.833,26_11_2024/fish9_14
4,89.045,100.818,0.03705340449400017,4,55.09069473526583,111.045,138.636,-47.122,4.468999999999994,26_11_2024/fish9_4
16,88.647,90.706,0.034683717528255456,16,11.928573811299106,199.5,111.0,41.333,-23.167,26_11_2024/fish9_16
10,99.548,108.097,0.016884843427040934,10,2.206177539805994,171.952,167.081,-3.548000000000002,37.08099999999999,26_11_2024/fish5p1_10
1,88.357,115.75,0.012451475866109991,1,11.004746850083324,147.5,161.821,-2.0,14.988,26_11_2024/fish7p1_1
7,88.048,93.381,0.00796786295275752,7,0.762586197902484,174.5,139.5,25.0,-7.332999999999998,26_11_2024/fish7p1_7
8,96.25,119.425,0.0,8,8.599826320608825,168.9,159.675,-6.599999999999994,29.67500000000001,26_11_2024/fish5p1_8
19,88.194,87.833,0.0,19,56.15843051938808,155.0,93.0,-3.1670000000000016,-41.167,26_11_2024/fish9_19
0,91.4,102.8,0.0,0,1.4469178056326122,220.533,86.3,45.03299999999999,-43.7,26_11_2024/fish5p1_0
1,94.562,107.062,0.0,1,4.081975445652074,219.75,98.5,44.25,-31.5,26_11_2024/fish5p1_1
2,95.581,113.465,0.0,2,1.2584703646167457,214.686,101.523,39.18600000000001,-28.477000000000004,26_11_2024/fish5p1_2
4,95.143,118.343,0.0,4,1.0114278165005786,199.786,126.271,24.286,-3.728999999999999,26_11_2024/fish5p1_4
6,91.051,106.308,0.0,6,20.423531651398513,173.577,128.5,-1.9230000000000018,-1.5,26_11_2024/fish5p1_6
11,88.219,92.875,0.0,11,73.16405095396273,130.0,94.0,-28.167,-40.167,26_11_2024/fish9_11
11,96.359,114.923,0.0,11,41.852340478244386,118.244,180.064,-57.256,50.06399999999999,26_11_2024/fish5p1_11
13,97.635,96.173,0.0,13,,,,,,26_11_2024/fish5p1_13
14,92.706,97.794,0.0,14,,,,,,26_11_2024/fish5p1_14
15,90.524,90.857,0.0,15,,,,,,26_11_2024/fish5p1_15
16,92.095,93.143,0.0,16,,,,,,26_11_2024/fish5p1_16
17,92.9,94.1,0.0,17,,,,,,26_11_2024/fish5p1_17
18,95.5,95.735,0.0,18,,,,,,26_11_2024/fish5p1_18
15,87.952,89.857,0.0,15,0.7069832260242795,203.5,124.5,32.667,-28.0,26_11_2024/fish7p2_15
20,92.844,94.906,0.0,20,,,,,,26_11_2024/fish5p1_20
19,93.135,102.946,0.0,19,,,,,,26_11_2024/fish5p1_19
