,27_11_2024/fish3p1_0,27_11_2024/fish3p1_1,27_11_2024/fish3p1_10,27_11_2024/fish3p1_11,27_11_2024/fish3p1_12,27_11_2024/fish3p1_13,27_11_2024/fish3p1_14,27_11_2024/fish3p1_15,27_11_2024/fish3p1_16,27_11_2024/fish3p1_17,27_11_2024/fish3p1_18,27_11_2024/fish3p1_19,27_11_2024/fish3p1_2,27_11_2024/fish3p1_20,27_11_2024/fish3p1_3,27_11_2024/fish3p1_4,27_11_2024/fish3p1_5,27_11_2024/fish3p1_6,27_11_2024/fish3p1_7,27_11_2024/fish3p1_8,27_11_2024/fish3p1_9,27_11_2024/fish3p2_0,27_11_2024/fish3p2_1,27_11_2024/fish3p2_10,27_11_2024/fish3p2_11,27_11_2024/fish3p2_12,27_11_2024/fish3p2_13,27_11_2024/fish3p2_14,27_11_2024/fish3p2_15,27_11_2024/fish3p2_16,27_11_2024/fish3p2_17,27_11_2024/fish3p2_18,27_11_2024/fish3p2_19,27_11_2024/fish3p2_2,27_11_2024/fish3p2_20,27_11_2024/fish3p2_21,27_11_2024/fish3p2_22,27_11_2024/fish3p2_23,27_11_2024/fish3p2_24,27_11_2024/fish3p2_25,27_11_2024/fish3p2_26,27_11_2024/fish3p2_27,27_11_2024/fish3p2_28,27_11_2024/fish3p2_29,27_11_2024/fish3p2_3,27_11_2024/fish3p2_30,27_11_2024/fish3p2_31,27_11_2024/fish3p2_32,27_11_2024/fish3p2_4,27_11_2024/fish3p2_5,27_11_2024/fish3p2_6,27_11_2024/fish3p2_7,27_11_2024/fish3p2_8,27_11_2024/fish3p2_9
0,0.03161251562741793,0.07119205411744822,0.013321096310054445,0.08445607714465218,0.05304052783905223,0.04275852476549331,-0.012127289864612758,0.0725830337738818,0.3203264048569969,0.11113595608565593,0.0015842943099219238,0.04393522214547571,0.0750597455624074,0.025385116773074277,0.06509210670402486,0.07054146997605333,0.0632925223963321,0.18932491092872308,0.07332192496658249,-0.02688940934363195,0.06727099557172841,0.03379873701438688,0.12941796786177068,0.09664090115620219,-0.04406619212894335,0.13843473584258495,0.07225719870994313,0.16102328687560538,0.004620888234520145,0.06841350414780739,0.16956811134244887,-0.003298918954907066,0.12771935899016068,-0.03575448925396809,0.10798153633898053,-0.11172037795833308,0.09775958740593348,0.03186778431052921,0.035118524887261915,-0.09018852583935343,0.04353108092473595,0.1039334466459385,0.044324113667153865,0.0013476144360734194,0.04626280470030387,0.04894636537158728,0.009922703796787469,0.029082199243386384,0.0736212742983119,0.11653947687324971,-0.015223056793056964,0.17645220173795959,0.03855558943555266,0.004512497262937763
1,0.049413020443272955,0.08346524238985252,-0.0289584510201711,0.028293950674977926,0.005839410855847247,0.06569858044574688,0.05345970725435226,0.10854088342151881,0.13374835099259505,0.013413105883086533,-0.05868498272666215,0.016451108452498135,0.11690771870052154,0.04710843144204162,0.08584037651008604,0.1599045997397814,0.14417294181937015,0.18468394981249525,0.29038748935957764,0.004031239380987922,-0.07130822888936754,-0.04288400078327009,0.080415290990477,0.05657642370715193,0.08993232821554199,0.10093761842190227,0.006589543217849379,0.07254401578940332,0.1491719022570498,0.0028154835775606934,0.06758665171057888,-0.0044752112778469536,0.09479574791582243,0.03779745605629183,-0.0033784317049923374,0.0478820441650945,-0.004533885210281201,0.048384209590423756,0.015563196889802846,0.029927048762621762,0.09314709435460534,0.1606737798144349,0.07744404975618852,0.06255041388536174,0.08537586361275001,0.03214059423226864,0.034183698730545546,-0.01610156205599068,-0.014625437446708986,-0.009265614780877203,-0.1261451743847908,0.1661196830041384,0.0195556057245836,0.07929105372565644
2,0.0766752811087256,0.16544417615099888,-0.04356213313792776,0.10244879844584735,-0.019449009172238022,0.16377306199211997,0.14005241942680155,-0.10100817518509224,0.0567906182200148,-0.11414211083085815,0.030139498316788804,0.062227967559226965,0.05741952061521089,0.01047842124136474,0.16047367908152826,0.09051753599281571,-0.06490070271162944,0.034160994165211504,0.2177559364501394,0.12822055359708587,-0.025068249663519056,0.10143817393859555,-0.014709875358163435,-0.07058670705466118,-0.0014526262061854624,0.09432515816978462,0.11579056390161165,0.13209943843206085,0.12966504956668226,0.13871182218236616,0.10751837094698925,0.07483583990352742,0.06654960443225247,0.02649154129894597,0.16809819256756853,0.08834528297763976,0.04685815430383335,0.10134483045730684,-0.02876346242240615,0.06177913499715306,-0.018872026218697453,0.2128807207562723,-0.002993390903728443,-0.011964212309355389,-0.06359186503154945,0.05007363956677438,0.12516489807934286,0.08174158313117282,0.03294246225363065,0.1045502566793081,-0.0035354021250963686,0.2693445136497055,-0.030162725144964,0.1265407495671411
3,-0.04011179665933576,0.0952889929864887,-0.011059279308830524,0.12957688791599092,0.1338643582897455,0.07104339604143362,0.03044547186133167,0.09593228679182787,0.11976454275817451,-0.015967210933918653,0.0731496869722185,-0.09196049636753534,0.05400884140876901,-0.022920771079620456,0.03384233276804872,-0.007254659800826795,0.018172457969941096,0.057389302081493766,0.06355796026262688,0.018633269433545614,-0.0197239997333564,0.19410021407031308,-0.0008722212852817436,0.08800706889854046,0.13769634378855447,0.16681345355459895,-0.0499859829709272,0.06121913584614742,0.011721921192631088,0.06375233085871489,0.037001483614345694,0.01616367336843203,0.1058392283985548,0.016769835467325127,0.08581352483666413,0.0017346476927537,0.061535377975289476,0.07039989668549805,-0.01095789692933424,0.03193038843440211,0.10200819764077126,0.08757868587990582,0.09966487694000938,0.005469991669913571,-0.1082767630058494,-0.0018471221411747935,0.07118318402154829,0.04078836211225992,0.06664856010529382,0.03704285641499103,-0.028092805342438385,0.36768211405043444,0.03133797514141687,0.09345702747185335
4,0.028503616380086614,0.015752200581678383,-0.01358968875235371,0.03550972798403427,-0.013531281210994237,0.061019033676373666,0.06992802180320067,-0.0722449116288424,0.25032030709838105,-0.014921087339375087,0.20215279507700123,0.06986880659528562,0.08675120347345724,0.07509816707595081,0.16258122197488478,0.04349605940451799,0.13019689472610044,0.12986875348878676,0.1323585632905735,0.0008362920235924539,0.10100152231694517,0.07610282839718674,-0.0979527344212895,0.10487757470239119,0.13063488927174377,0.12062806639324625,0.09218091367457452,0.015704153084399486,-0.07066239908240102,0.030163282056053897,0.009234774108463534,0.01558877833365036,0.007799528720742866,0.0413592173359363,0.0681997190902367,-0.03561873690973183,0.11701970603609083,0.05862718157890572,-0.07403662564532981,0.07617867542723436,0.057587479814075714,0.10756372709329678,-0.049613919143537945,0.07571550972511001,0.08749978371702088,0.10162796227593365,-0.007454720348742068,0.0014916856799652713,0.05091142676285609,0.02627002247166819,0.07079519909274055,0.3117810914648726,0.013231564961559805,0.047796486313165645
5,0.12341743137016392,0.11181172711085925,-0.008722092207084146,0.07620186218924971,0.0877911644235131,0.06847684402663909,0.12993022054456707,-0.06297697427281042,0.15447491637450173,0.022307705589118924,0.035618678131885,0.019318326312830383,0.10002240271275797,0.06461703524197948,0.17733528832407522,0.03759253658333932,-0.0516822686404446,0.05073239066464415,0.08891997348994941,0.014931602758531322,-0.006602254608172729,0.06053993852194988,-0.07111474590144853,0.004779499212395665,-0.027942419857019174,0.04929858413905247,-0.010022848711214427,0.044651242479536814,-0.02040934771198984,0.2463877582903322,0.017530993904128687,0.04522033624340957,0.08493122684494472,0.03117915679843116,-0.013622050650842368,0.04843711385973487,0.0793743156868265,0.06560818255522607,0.06554003336321212,0.03580231515492908,-0.09151604112214852,0.2245982833440021,0.10335224246337354,0.04071008292441559,0.030489563339177756,-0.0032140294690854204,0.08680496373964179,0.08772952346263001,-0.00787521587602426,0.050483186200504196,-0.06349259283639021,0.018537897644434597,0.015985076657149034,0.05819140876138008
6,-0.005624824207425305,0.023732669096508483,-0.06594491103634155,0.09516454706293677,-0.09302025478098311,0.010378245201821165,-0.025085025638841196,0.0029008543385650822,0.2120863869480231,0.004124722823526784,0.07248851138674338,0.18023067405123638,0.09287543868787128,0.10456543631424621,0.08911981757843393,-0.004542410610957491,0.06706247621902339,0.12007027993286776,0.09464002400716914,0.06602255241768032,-0.032431211328998885,0.10988766025400619,0.02992849309962329,0.13154911269346464,0.0920076527450393,0.20200636101894207,0.029992949178725508,0.03548244498299047,-0.08470433972285328,0.05540970759240803,0.19897787945403458,-0.03135410244748569,-0.0049947827030894865,-0.03478284783236868,0.022933295246745745,0.03765949028991206,0.08286225245522834,0.07563207265498513,0.010635163504190708,0.06483318093231735,0.032973826474480966,0.15238048278541633,0.07759729502429748,0.10403719940353315,0.1229964792032687,0.10129022932950132,0.024516092121689977,0.01226679606855208,0.0671577357501974,0.047205969749223566,-0.014531344190683538,0.23339665255312023,0.04979453562349303,0.1149810852329409
7,-0.020927138448473073,0.043914458761364766,0.010991495304867465,0.016123327600707397,0.06487041326141924,-0.06036999091899465,0.21964112083579995,0.05835836375231033,0.13042701909213042,0.02280394059196098,0.06272274630763947,0.05813587022935456,0.03367010058316621,0.0443016649249072,0.12750530684960004,0.18784351358460433,0.10145096494200952,-0.05248186448871839,0.1895918995478554,0.028946905180161697,0.10264634572544573,0.10539099951326614,0.10708197320061691,0.14093575006376552,0.07099846253728223,0.06950434753241053,0.024564703864073795,0.12191360721009054,0.16293355661077022,0.03653728475407038,0.13082184662842244,0.012409272416553175,-0.014438547193855917,0.0507815689121474,0.0640757387517029,0.05459362973000285,0.11246556549884072,0.0695335273982757,0.012715055921692498,-0.022507330009405663,0.03432071626379945,0.10739417737227848,-0.04907861393723975,0.12977311779061232,0.03662018209691968,0.08994909208766627,-0.011463056382788784,0.02271573013342239,0.07903833030551939,-0.07560983614626599,0.04184062342397922,0.27813651025578184,0.0005465858767834161,0.031831278868206705
8,0.04768289276882459,-0.01645177874906736,-0.07611072666686818,0.0791009412108539,0.044620201120011645,0.01434410249472718,0.10650987706707898,0.003784555094953317,0.08380292988343185,-0.0029939673689092132,0.12649253620139136,-0.05202874390942367,0.08576383216056042,0.009785395689404508,0.037665182108551375,-0.014011411568646836,0.001601139871051175,0.08967926034447612,0.19684494286459342,-0.025274626174074232,0.038134089808113183,0.0007576578915095639,0.15875590780776394,-0.013454358256266749,0.13419893480281914,-0.0965140202324135,-0.04136938290015466,0.15396360573609236,-0.02552155500874503,0.016299832933415966,0.08892556881137144,0.019311835274324556,0.026847896569876285,-0.011506542584077562,0.10393561932795888,0.14639532559650087,0.06708116435674047,0.1372719621460859,0.10037995720355902,0.04744879185998109,0.06363751230449752,0.12822377316147895,0.06570446164856286,-0.06748755450244534,0.005017720085097398,0.08954645850112129,0.07357722098386808,0.061350558620110865,-0.0148287496705654,0.022955382667762703,-0.018306457049892973,0.1785013071982887,0.08689114036608499,0.014056200812284612
9,0.053575219163568714,0.05504849951189418,-0.07150953598312454,0.046741020624115975,-0.005117762880989527,0.1149204893368068,0.09108354561673346,-0.05045574233147172,0.04882848944977537,-0.042201873674687584,0.1305047858402609,0.09869097043977595,0.05276051065480994,-0.033648723221115805,0.21483805567691366,-0.03422272232780876,0.08073777390049583,-0.005599706375159133,0.04137924904504082,0.05460085281912552,0.09434141365998226,-0.031498596323827996,0.031341103074012396,0.07855027329620082,0.13877540148298415,0.08445916315784896,0.10746919147221129,0.01999186655999783,0.016755004609399625,-0.013941535579938403,0.17699620763599605,0.04474151187711765,0.05580966789082477,0.002423257578640707,-0.015825585420977194,0.0533244110260385,-0.03657445355175229,0.028594322989518844,0.036955319400110154,0.014057456068518942,0.03439072527534678,0.05975735999383594,0.09561914920032874,-0.16056560892730598,-0.022300426524979513,-0.0559580308350785,0.003499804544720717,-0.05680405587720743,0.02547080196156338,0.0021462165439973414,0.007481415770626337,0.1697179862876046,0.08964490306547516,0.029097060586995616
