,X,Y,theta,radius,divergence,Y_c,X_c,red,farred,ratio_Neuron,Neuron,fish_Neuron
202,70.0,100.0,3.4662250443889464,109.73149046650191,0.03377495561105359,-35.0,-104.0,99.406,105.594,0.44107751919998167,202,fish5p1_202
48,110.326,97.022,3.9974549975608644,83.39948896725926,0.4974549975608644,-62.977999999999994,-54.67400000000001,116.457,125.152,0.44061287531653676,48,fish7p2_48
203,81.5,124.0,3.2599557091953124,93.15175790075033,0.2400442908046876,-11.0,-92.5,102.846,110.385,0.43992840717824716,203,fish5p1_203
117,65.5,93.0,3.5628549485065015,100.26589649526902,0.06285494850650153,-41.0,-91.5,109.971,118.941,0.43971464682132777,117,fish9_117
33,113.567,56.9,4.267504154929128,100.92390940208371,0.7675041549291279,-91.1,-43.43300000000001,102.667,108.533,0.43951567888532533,33,fish4_plane1_33
154,66.122,231.878,2.4098653760426907,144.99313696861654,1.0901346239573093,96.87799999999999,-107.878,152.162,178.486,0.43876913229543785,154,fish5p1_154
52,77.5,100.0,3.7426664080875423,106.09547586961472,0.24266640808754225,-60.0,-87.5,110.111,116.722,0.4382674672333387,52,fish7p2_52
69,104.531,85.312,3.7624831974073087,85.40983143057946,0.26248319740730874,-49.688,-69.469,111.094,121.969,0.4377710715477237,69,fish5p1_69
126,82.052,172.914,3.0601418639607303,97.27047907767289,0.4398581360392697,7.913999999999987,-96.948,122.552,136.276,0.4365589068230706,126,fish3p2_126
46,120.5,93.0,4.126110513059739,80.43164800002546,0.6261105130597393,-67.0,-44.5,118.893,129.143,0.4364564227949176,46,fish7p2_46
229,53.5,129.5,3.1872041505886695,120.62545336702367,0.31279584941133054,-5.5,-120.5,99.762,106.381,0.4361659522079001,229,fish5p1_229
105,86.107,140.679,3.3976622426862475,96.02406203655414,0.1023377573137525,-24.320999999999998,-92.893,112.357,122.214,0.43562967150535953,105,fish3p2_105
114,111.0,60.0,4.156222750264236,87.13208364316786,0.6562227502642362,-74.0,-46.0,107.938,116.656,0.4352760504918631,114,fish9_114
123,66.265,166.676,3.1267270258772513,112.74745762543827,0.37327297412274874,1.6759999999999877,-112.735,109.176,117.824,0.4351744013057783,123,fish3p2_123
93,56.914,187.466,2.7659916330674927,107.58611691105874,0.7340083669325073,39.46600000000001,-100.086,114.414,125.483,0.4337548792066674,93,fish4_plane1_93
53,97.726,92.145,3.756419190552866,72.56202933352954,0.2564191905528661,-41.855000000000004,-59.274,110.194,120.226,0.4320310853812281,53,fish9_53
82,61.222,162.528,2.9910560699574567,96.87356743714975,0.5089439300425433,14.527999999999992,-95.77799999999999,110.75,120.583,0.43169169779675237,82,fish4_plane1_82
179,87.0,108.5,3.437262166695683,90.94641279346867,0.06273783330431693,-26.5,-87.0,107.735,117.971,0.43153118679276226,179,fish5p1_179
133,89.121,186.569,2.9060682923887113,92.43081954629635,0.5939317076112887,21.56899999999999,-89.879,118.345,131.483,0.4298650735534014,133,fish3p2_133
164,149.0,70.5,4.404991507261868,99.14761721796445,0.904991507261868,-94.5,-30.0,100.885,106.615,0.4293289642901187,164,fish3p2_164
185,49.5,106.0,3.5690924931077745,142.30688669210636,0.06909249310777454,-59.0,-129.5,92.529,94.676,0.42915905448268865,185,fish3p2_185
70,83.406,138.0,3.404957422925592,84.5078744023301,0.09504257707440811,-22.0,-81.594,129.219,145.344,0.42801400616009727,70,fish7p2_70
80,58.5,157.5,3.045443343029175,98.95706139533449,0.45455665697082503,9.5,-98.5,106.857,115.476,0.4276825066750576,80,fish4_plane1_80
79,67.986,151.473,3.229261886117797,97.38801735839989,0.2707381138822029,-8.526999999999987,-97.014,112.811,121.838,0.4275454325517989,79,fish7p2_79
85,47.636,162.5,2.8866648814600917,113.01652311056114,0.6133351185399083,28.5,-109.364,148.364,175.955,0.4269091596124384,85,fish9_85
123,122.5,71.5,4.208011557711818,71.38977517824243,0.708011557711818,-62.5,-34.5,112.476,124.238,0.42657540956137296,123,fish9_123
142,126.5,87.0,4.227064550421189,82.53029746705145,0.727064550421189,-73.0,-38.5,106.114,112.318,0.42633262415836204,142,fish7p2_142
56,99.707,97.776,3.7053947168298507,67.78396584001264,0.20539471682985067,-36.224000000000004,-57.293000000000006,107.862,117.759,0.4250429670184388,56,fish9_56
66,115.692,106.038,3.891461487258327,86.51254422336683,0.3914614872583271,-58.962,-63.30800000000001,109.846,119.923,0.425007637515476,66,fish3p2_66
228,35.5,153.5,3.008804658776836,139.73009697269947,0.4911953412231642,18.5,-138.5,93.857,98.524,0.4245648880415793,228,fish5p1_228
62,103.859,122.474,3.692069598580697,71.7385709155124,0.19206959858069705,-37.525999999999996,-61.141000000000005,125.154,140.385,0.42364945366210965,62,fish7p2_62
187,54.0,224.5,2.500763549125513,149.70053440118375,0.9992364508744869,89.5,-120.0,90.765,94.059,0.4222985872470411,187,fish5p1_187
45,81.586,92.329,3.8231658743363144,107.41163641337936,0.3231658743363144,-67.671,-83.414,105.571,111.943,0.4219867767033263,45,fish7p2_45
152,33.5,189.5,2.9209116379964857,134.76831971943554,0.5790883620035143,29.5,-131.5,95.286,96.857,0.42118127299299535,152,fish7p2_152
105,68.233,205.267,2.7040403503771437,106.83142598505366,0.7959596496228563,45.266999999999996,-96.767,126.833,143.633,0.419945805649437,105,fish7p2_105
100,86.083,190.889,2.7685122459453235,84.74681828835818,0.7314877540546765,30.88900000000001,-78.917,110.778,119.861,0.4198692949043188,100,fish7p2_100
72,122.122,111.256,3.898667681231616,78.25295150983125,0.3986676812316161,-53.744,-56.878,107.778,117.489,0.41967302548219065,72,fish3p2_72
74,68.409,135.924,3.119878285392282,88.61189004304106,0.3801217146077178,1.9240000000000066,-88.591,119.121,135.788,0.4161091700807443,74,fish9_74
82,112.25,100.523,3.6508102673372926,70.72288193364295,0.15081026733729264,-34.477000000000004,-61.75,123.841,144.045,0.4152979250746507,82,fish5p1_82
83,95.393,121.964,3.6169638633838694,94.03312046826905,0.11696386338386944,-43.036,-83.607,109.5,120.643,0.41464824671570677,83,fish3p2_83
227,49.5,219.5,2.545295309405464,150.46760448681303,0.9547046905945362,84.5,-124.5,92.333,96.571,0.41382142550163786,227,fish5p1_227
37,146.382,71.0,4.545418464515094,63.88851167463521,1.0454184645150937,-63.0,-10.617999999999995,105.5,115.647,0.4131618535076382,37,fish9_37
59,54.288,99.712,3.463787102076851,108.28398721879427,0.03621289792314908,-34.288,-102.712,110.364,123.121,0.41260927439431255,59,fish9_59
89,60.583,109.417,3.3634455979435662,116.26652905286198,0.13655440205643377,-25.583,-113.417,105.792,117.125,0.41244569727709807,89,fish5p1_89
100,69.389,128.167,3.2068181768746347,104.83392203862259,0.29318182312536534,-6.832999999999998,-104.611,117.778,135.519,0.41175787342780346,100,fish5p1_100
92,62.208,176.5,2.982432042026879,104.10785399766917,0.5175679579731209,16.5,-102.792,109.083,118.708,0.40849415767399844,92,fish7p2_92
187,78.0,152.5,3.2647288796967397,101.77057531526488,0.23527112030326025,-12.5,-101.0,106.846,117.308,0.40833134560772644,187,fish3p2_187
113,91.093,151.278,2.9477183285452364,84.48990432590156,0.5522816714547636,16.27799999999999,-82.907,107.556,120.333,0.4079827427221937,113,fish5p1_113
99,61.062,194.625,2.689214960426563,106.66766365211156,0.8107850395734371,46.625,-95.938,105.812,116.031,0.4074365450705975,99,fish4_plane1_99
73,85.663,138.942,3.2678915736298033,71.909769384973,0.23210842637019669,-9.057999999999993,-71.337,104.767,114.442,0.4070850929234558,73,fish4_plane1_73
69,66.531,127.969,3.359490192483515,92.66002871788892,0.140509807516485,-20.031000000000006,-90.469,112.844,127.031,0.4069696680624862,69,fish4_plane1_69
177,46.0,121.0,3.250534610579659,128.76334882255898,0.24946538942034113,-14.0,-128.0,95.875,102.312,0.4059382973787985,177,fish5p1_177
67,64.3,123.043,3.4045804217491202,96.0007387940322,0.09541957825087977,-24.956999999999994,-92.7,115.229,130.943,0.4057637628983938,67,fish4_plane1_67
96,69.206,184.0,2.89610806677778,98.75469829835946,0.6038919332222199,24.0,-95.794,116.529,131.088,0.40345775531931805,96,fish7p2_96
106,107.913,141.109,3.4658141920276435,74.99427611491426,0.034185807972356486,-23.89099999999999,-71.087,116.935,133.935,0.4025147370146764,106,fish3p2_106
70,109.965,85.919,3.795552423677879,80.68101254942206,0.2955524236778788,-49.081,-64.035,122.209,144.349,0.4018107264635512,70,fish5p1_70
183,108.5,49.5,4.058674670542879,107.70561730940499,0.5586746705428789,-85.5,-65.5,94.619,100.524,0.40161154291885853,183,fish5p1_183
100,67.958,202.792,2.589962735571023,104.54970601584684,0.9100372644289769,54.792,-89.042,106.625,117.958,0.4015781316049036,100,fish4_plane1_100
32,146.844,64.781,4.5667057266736455,69.9600907446524,1.0667057266736455,-69.219,-10.156000000000006,113.594,129.906,0.40142215808415976,32,fish9_32
45,115.523,83.988,4.020011490962805,64.9733920385876,0.5200114909628049,-50.012,-41.477000000000004,112.116,127.628,0.4009678746676002,45,fish9_45
37,128.711,66.868,4.376891753451346,85.9224589091816,0.8768917534513463,-81.132,-28.288999999999987,109.053,121.947,0.4005949752125526,37,fish4_plane1_37
44,69.0,92.0,3.7578895909858643,117.64352935882194,0.2578895909858643,-68.0,-96.0,108.143,118.25,0.40015397625243926,44,fish7p2_44
56,80.591,106.045,3.710344554285788,100.1799446296513,0.21034455428578802,-53.955,-84.409,110.788,122.788,0.3979396382888668,56,fish7p2_56
58,135.409,98.045,4.135276530137529,79.89460123187298,0.6352765301375287,-66.955,-43.59100000000001,114.667,131.182,0.3973387317661353,58,fish3p2_58
103,81.919,199.965,2.6932305461943464,92.19356694477116,0.8067694538056536,39.965,-83.081,111.0,123.279,0.3968886762699553,103,fish7p2_103
78,111.894,116.591,3.7665246859522354,82.74446517441514,0.26652468595223544,-48.409000000000006,-67.106,113.515,129.394,0.39686537923313736,78,fish3p2_78
40,114.833,70.864,4.212115339447699,87.90914847158969,0.7121153394476991,-77.136,-42.167,105.455,116.636,0.39663585149295527,40,fish4_plane1_40
94,108.719,126.781,3.639665439775606,80.0006932594962,0.13966543977560608,-38.218999999999994,-70.281,113.438,129.438,0.39579406804880474,94,fish3p2_94
134,69.0,210.0,2.6614176239862664,108.24047302187847,0.8385823760137336,50.0,-96.0,109.25,120.6,0.39570757880617047,134,fish7p2_134
159,106.0,68.0,3.919583545056076,95.46203433826454,0.4195835450560761,-67.0,-68.0,98.281,106.781,0.39490817741483225,159,fish5p1_159
169,91.5,179.0,2.9829373914033916,88.61292230820514,0.5170626085966084,14.0,-87.5,102.794,112.265,0.3942421733390023,169,fish3p2_169
51,76.654,91.269,3.6303845274217488,91.00229709738102,0.13038452742174877,-42.730999999999995,-80.346,114.795,133.154,0.3940768720191051,51,fish9_51
36,75.389,70.556,3.802397405398433,103.37067503407337,0.3023974053984331,-63.444,-81.611,108.667,123.167,0.3937478394852633,36,fish9_36
153,35.5,198.5,2.852617243597227,135.10181345933148,0.6473827564027732,38.5,-129.5,94.323,96.387,0.39366612325195866,153,fish7p2_153
44,119.974,78.947,4.220204936099606,78.35331189554147,0.7202049360996057,-69.053,-37.025999999999996,111.342,126.684,0.3932536741689763,44,fish4_plane1_44
88,61.6,167.533,3.0688681371536846,103.6740376806074,0.43113186284631544,7.532999999999987,-103.4,114.267,129.233,0.3928624453379823,88,fish7p2_88
168,67.0,178.0,3.0260383119161056,112.75194011634566,0.4739616880838944,13.0,-112.0,101.625,110.469,0.3928392322538487,168,fish3p2_168
113,116.5,60.0,4.211623148966561,84.35786863120713,0.7116231489665612,-74.0,-40.5,105.231,117.654,0.39277479019400796,113,fish9_113
47,68.0,80.667,3.789272957011273,111.60077458960578,0.28927295701127287,-67.333,-89.0,101.375,110.375,0.39249020622366776,47,fish4_plane1_47
111,32.5,89.5,3.4848709822013966,132.21384193797562,0.015129017798603428,-44.5,-124.5,95.135,101.054,0.3924727717986725,111,fish9_111
59,78.9,120.056,3.575966630293495,94.91434631287305,0.07596663029349493,-39.944,-86.1,109.467,121.556,0.3912344875816283,59,fish7p2_59
80,84.82,100.18,3.5138360384102705,95.73664293257833,0.01383603841027048,-34.81999999999999,-89.18,112.56,130.72,0.3909334012479308,80,fish5p1_80
170,103.5,109.0,3.7797746636115614,94.00132977782815,0.27977466361156145,-56.0,-75.5,106.615,118.962,0.39042834882479205,170,fish3p2_170
58,85.769,102.538,3.7096515429034684,84.5023597599499,0.20965154290346844,-45.462,-71.231,101.808,111.308,0.39003903804787016,58,fish4_plane1_58
112,99.0,52.0,4.096769090955579,100.43903623591775,0.5967690909555792,-82.0,-58.0,99.625,108.688,0.38983705526387313,112,fish9_112
120,67.113,161.823,3.169979745775265,111.93209592427009,0.3300202542247348,-3.1769999999999925,-111.887,108.774,122.645,0.3896986309879717,120,fish3p2_120
57,90.14,106.26,3.764213716517045,92.15208733392858,0.26421371651704506,-53.739999999999995,-74.86,109.2,121.36,0.3894139886578451,57,fish7p2_57
78,75.113,94.823,3.527511398757818,106.73720109689967,0.02751139875781794,-40.17700000000001,-98.887,108.71,124.548,0.3893808637449,78,fish5p1_78
162,95.0,89.0,3.6688797006040796,91.4166286842826,0.16887970060407964,-46.0,-79.0,101.062,111.812,0.3891229094548943,162,fish5p1_162
125,99.5,82.5,4.010710752514784,101.47167092346514,0.5107107525147843,-77.5,-65.5,100.29,106.581,0.38834628928310433,125,fish7p2_125
68,60.367,122.122,3.263897818026263,97.36027718222664,0.23610218197373678,-11.878,-96.63300000000001,120.756,144.267,0.388129638604806,68,fish9_68
32,101.35,56.85,4.164261265993149,106.7953416587072,0.664261265993149,-91.15,-55.650000000000006,104.3,115.8,0.3868194842406878,32,fish4_plane1_32
76,87.603,148.5,3.2890980314210196,78.24669711240213,0.21090196857898036,-11.5,-77.397,122.276,143.828,0.3864745387691022,76,fish7p2_76
113,92.742,150.924,3.303351730274018,87.3989493071856,0.19664826972598215,-14.075999999999993,-86.258,115.212,134.121,0.38545080239249335,113,fish3p2_113
101,93.816,135.684,3.4730456430359076,90.08741150682486,0.02695435696409243,-29.316000000000003,-85.184,123.868,148.789,0.3854441353701548,101,fish3p2_101
182,93.5,70.5,3.817090597939752,103.15279928339318,0.3170905979397518,-64.5,-80.5,102.742,115.0,0.38523249311431546,182,fish5p1_182
35,57.0,69.5,3.7144449012625906,118.99684869777015,0.21444490126259064,-64.5,-100.0,106.0,119.923,0.3851857558307494,35,fish9_35
96,93.7,122.567,3.295204774291372,81.25681195444477,0.20479522570862807,-12.433000000000007,-80.3,110.867,128.867,0.38466002661180587,96,fish5p1_96
34,121.967,77.967,4.229270054250168,92.63504832405498,0.7292700542501684,-82.033,-43.033,108.6,121.0,0.38461538461538464,34,fish7p2_34
121,117.5,53.5,4.2562225285711115,89.6688351658479,0.7562225285711115,-80.5,-39.5,99.351,108.892,0.3824635684186101,121,fish9_121
168,57.0,157.5,2.9516043656710775,119.14382065386354,0.5483956343289225,22.5,-117.0,102.423,114.731,0.3824542515983105,168,fish5p1_168
133,69.5,76.5,3.7229728373946926,104.70195795685962,0.22297283739469265,-57.5,-87.5,102.905,115.0,0.3823406348596049,133,fish9_133
97,63.685,187.204,2.8792709331666737,104.90370270395607,0.6207290668333263,27.204000000000008,-101.315,111.222,125.963,0.3813373610146521,97,fish7p2_97
96,82.773,190.318,2.623436579100453,85.44273317842777,0.8765634208995472,42.31800000000001,-74.227,98.636,106.682,0.3808504793163777,96,fish4_plane1_96
105,30.5,207.0,2.7051818971487664,139.58241293228886,0.7948181028512336,59.0,-126.5,96.9,103.7,0.3806228373702425,105,fish4_plane1_105
83,69.062,161.344,3.12758452241317,95.9474136180856,0.3724154775868298,1.343999999999994,-95.938,121.312,143.562,0.3803597092187696,83,fish7p2_83
74,81.768,147.646,3.2889453179738757,84.14384790345638,0.21105468202612432,-12.354000000000013,-83.232,127.317,153.976,0.38024460500897156,74,fish7p2_74
61,111.557,99.843,3.9097527056348866,93.7762917692953,0.40975270563488664,-65.157,-67.443,112.543,130.486,0.38000022312641557,61,fish3p2_61
33,74.143,65.143,3.8349725240104116,107.73378717004245,0.33497252401041155,-68.857,-82.857,103.536,116.464,0.37918627179629116,33,fish9_33
89,69.0,125.833,3.4836591300279593,116.7649514580467,0.01634086997204065,-39.167,-110.0,107.4,121.7,0.37907966754510447,89,fish3p2_89
115,84.5,69.5,3.8686628932612352,97.03865209286452,0.36866289326123525,-64.5,-72.5,103.143,115.857,0.37855216989027446,115,fish9_115
54,111.076,93.742,3.9509404838247635,98.44476796661161,0.4509404838247635,-71.258,-67.924,115.182,135.424,0.37800216392749986,54,fish3p2_54
131,94.1,184.46,2.9162739090950383,87.10167392191725,0.5837260909049617,19.460000000000008,-84.9,107.88,122.8,0.37709881640517473,131,fish3p2_131
95,62.0,188.269,2.7406674693487583,103.18232581697313,0.7593325306512417,40.269000000000005,-95.0,102.654,114.0,0.37706030788681455,95,fish4_plane1_95
52,49.5,92.5,3.51001259268204,115.23237392330334,0.010012592682040022,-41.5,-107.5,104.645,118.677,0.3769903452459181,52,fish9_52
135,62.5,133.0,3.1521742692108687,94.50529085717899,0.34782573078913126,-1.0,-94.5,113.346,133.962,0.37680472459606423,135,fish9_135
125,98.971,169.471,3.0857834202052206,80.15379393391181,0.41421657979477944,4.471000000000004,-80.029,105.353,118.588,0.3752729534407344,125,fish3p2_125
178,91.0,103.5,3.5043184779233054,88.77640452282351,0.004318477923305419,-31.5,-83.0,101.0,113.038,0.37422994991076053,178,fish5p1_178
64,84.331,108.737,3.4761677607475847,76.93505527391268,0.023832239252415288,-25.263000000000005,-72.669,114.136,135.898,0.37404746584703086,64,fish9_64
77,92.924,116.561,3.6541696310988994,98.76950185659538,0.15416963109889936,-48.43899999999999,-86.076,109.061,125.424,0.3732614223201568,77,fish3p2_77
90,78.05,125.65,3.513272453863609,108.34816565129286,0.01327245386360909,-39.349999999999994,-100.95,111.75,130.6,0.37090675034194226,90,fish3p2_90
7,134.156,44.469,4.462567428679173,92.39939554455971,0.962567428679173,-89.531,-22.843999999999994,107.25,124.188,0.3707710292603772,7,fish9_7
94,88.786,119.738,3.318815662630685,86.56993958644074,0.18118433736931516,-15.262,-85.214,108.714,127.286,0.3703650726104354,94,fish5p1_94
59,97.306,105.016,3.7656633663392824,73.55948539787373,0.26566336633928245,-42.983999999999995,-59.694,113.516,134.323,0.36997033366619414,59,fish4_plane1_59
27,85.0,61.5,3.9304510107900663,102.17754156369197,0.4304510107900663,-72.5,-72.0,104.769,119.885,0.3696351307971507,27,fish9_27
199,51.0,182.0,2.776599841395088,131.67383946707105,0.7234001586049121,47.0,-123.0,94.781,102.25,0.36947839306049746,199,fish5p1_199
87,70.208,166.708,3.070944959768213,95.029050968638,0.4290550402317872,6.707999999999998,-94.792,111.875,129.083,0.36926567296784896,87,fish7p2_87
42,92.773,78.591,3.8534169486826872,84.82490677861074,0.35341694868268725,-55.409000000000006,-64.227,113.864,136.455,0.3689003158900925,42,fish9_42
173,39.5,103.5,3.371647051726572,138.13942232396948,0.1283529482734278,-31.5,-134.5,98.333,108.714,0.3688552386867854,173,fish5p1_173
158,100.0,69.0,3.8699100345809767,99.15644204992432,0.3699100345809767,-66.0,-74.0,100.156,112.031,0.3686831617705042,158,fish5p1_158
62,116.875,100.75,3.943804267084062,89.37325173115276,0.44380426708406207,-64.25,-62.125,114.667,136.292,0.36852330962798546,62,fish3p2_62
128,48.0,225.5,2.523516132461544,133.7432241274301,0.9764838675384562,77.5,-109.0,94.438,100.0,0.36839841434068454,128,fish4_plane1_128
43,140.259,89.672,4.374116438164931,74.55296550104497,0.8741164381649309,-70.328,-24.741000000000014,106.759,120.138,0.36698860777145215,43,fish7p2_43
106,85.186,135.9,3.1314594629292754,88.81855997481607,0.36854053707072465,0.9000000000000057,-88.814,113.2,136.143,0.36615666274355957,106,fish5p1_106
97,103.357,124.286,3.292109587131191,71.45084495651538,0.20789041286880883,-10.713999999999999,-70.643,115.905,141.357,0.36490718764507046,97,fish5p1_97
126,61.5,215.5,2.526313305608442,116.94656899627283,0.9736866943915579,67.5,-95.5,97.0,104.905,0.3645300020479215,126,fish4_plane1_126
105,50.0,143.0,3.057678026650602,107.37783756436893,0.44232197334939816,9.0,-107.0,105.969,122.875,0.3640848832481571,105,fish9_105
49,121.14,63.7,4.074431102028733,88.75736363817934,0.5744311020287327,-71.3,-52.86,110.44,131.48,0.3638368246968027,49,fish5p1_49
104,100.58,139.78,3.4527477814001037,82.37563231927267,0.047252218599896256,-25.22,-78.42,113.48,135.04,0.36365237298582376,104,fish3p2_104
188,48.0,212.0,2.593043251139265,147.6651617681029,0.9069567488607349,77.0,-126.0,92.0,97.406,0.36343812465927655,188,fish5p1_188
61,46.646,107.817,3.3745487736262327,113.4176124109479,0.12545122637376727,-26.183000000000007,-110.354,106.415,123.805,0.363395249072154,61,fish9_61
190,50.5,112.0,3.5327866665020107,139.00089927766655,0.032786666502010675,-53.0,-128.5,93.353,97.824,0.3631836524426888,190,fish3p2_190
167,52.5,140.5,3.3329000086021896,128.85068878356842,0.1670999913978104,-24.5,-126.5,95.905,102.571,0.36287174838206043,167,fish3p2_167
38,114.629,71.952,4.113249310831981,75.13491828038413,0.6132493108319812,-62.048,-42.370999999999995,126.613,161.387,0.36281464765983523,38,fish9_38
167,57.5,164.0,2.8976240911294937,120.05519563933916,0.6023759088705063,29.0,-116.5,98.882,110.324,0.361314571449442,167,fish5p1_167
92,64.3,174.42,2.7304165415998396,101.12895925500271,0.7695834584001604,40.41999999999999,-92.7,109.88,130.64,0.3610959898385049,92,fish9_92
120,123.0,58.0,4.291725631251655,83.2586331859946,0.791725631251655,-76.0,-34.0,102.688,117.344,0.3599406425785969,120,fish9_120
92,57.265,114.265,3.3173837264165695,118.56222184996366,0.18261627358343047,-20.735,-116.735,103.118,118.471,0.35929196809673636,92,fish5p1_92
145,44.0,202.0,2.6958002897285396,125.23977004130916,0.8041997102714604,54.0,-113.0,93.25,98.219,0.3587850076633695,145,fish4_plane1_145
95,62.439,128.742,3.4431692861475303,122.07009988117484,0.05683071385246974,-36.25800000000001,-116.561,108.182,126.03,0.3583634698089537,95,fish3p2_95
170,65.5,141.5,3.081756334265921,108.69452608112333,0.4182436657340789,6.5,-108.5,101.19,114.952,0.35820003801971595,170,fish5p1_170
166,62.0,167.0,2.8632929945846817,116.48175822848829,0.6367070054153183,32.0,-112.0,99.281,111.344,0.35816223183868906,166,fish5p1_166
65,68.109,105.283,3.6355791934652792,125.94814000214534,0.13557919346527925,-59.717,-110.891,98.696,108.13,0.357940873152286,65,fish3p2_65
98,58.5,190.0,2.8670173721501677,110.64470163546017,0.6329826278498323,30.0,-106.5,102.133,112.7,0.3572625971166615,98,fish7p2_98
121,80.621,164.288,2.837663594297019,97.86431722032297,0.6623364057029808,29.28800000000001,-93.379,105.182,122.697,0.35676317669141705,121,fish5p1_121
191,74.0,106.0,3.653529829896997,120.44085685513866,0.15352982989699715,-59.0,-105.0,97.406,105.812,0.35611148833822837,191,fish3p2_191
106,61.192,207.526,2.71224972594677,114.17014294464205,0.7877502740532298,47.52600000000001,-103.80799999999999,113.359,134.385,0.35538503274813016,106,fish7p2_106
111,77.887,216.435,2.56673969732865,103.79587657513183,0.93326030267135,56.435,-87.113,111.742,131.677,0.3532870873584838,111,fish7p2_111
189,44.0,109.0,3.534804827233276,146.15402833996743,0.03480482723327594,-56.0,-135.0,92.656,96.844,0.35307557745171586,189,fish3p2_189
193,72.5,180.0,2.7242828184972887,111.02814958378798,0.7757171815027113,45.0,-101.5,102.088,117.265,0.3526920053474596,193,fish5p1_193
39,107.346,69.987,4.1455743367968205,92.47457966922586,0.6455743367968205,-78.013,-49.653999999999996,114.564,139.769,0.35244637525204225,39,fish4_plane1_39
60,75.767,103.133,3.504723097709292,86.89978123102497,0.0047230977092920234,-30.867000000000004,-81.233,116.367,144.867,0.3522964176372115,60,fish9_60
94,78.306,182.887,2.8834838663949585,89.66417570579681,0.6165161336050415,22.887,-86.694,123.194,154.323,0.351359366874675,94,fish7p2_94
85,102.471,123.386,3.639638417600647,87.11149658340166,0.1396384176006471,-41.614000000000004,-76.529,115.514,141.429,0.351145078154465,85,fish3p2_85
171,95.5,91.0,3.866746346320184,111.57172580900593,0.3667463463201841,-74.0,-83.5,97.765,106.912,0.3503991032256817,171,fish3p2_171
66,114.458,82.083,3.8681484650926357,79.6583872106384,0.36814846509263566,-52.917,-59.542,106.333,125.833,0.35031634140795337,66,fish5p1_66
42,103.767,75.2,4.081014161469799,90.18643073655815,0.581014161469799,-72.8,-53.233000000000004,103.8,119.267,0.3496892888166248,42,fish4_plane1_42
41,119.078,86.522,4.153806791806099,86.64783071721992,0.6538067918060992,-73.478,-45.922,110.4,129.733,0.34962231167706453,41,fish7p2_41
107,95.808,141.692,3.4147600757940477,86.39543812030817,0.08523992420595228,-23.307999999999993,-83.192,112.577,136.115,0.3490570037263738,107,fish3p2_107
28,120.176,55.088,4.335048654885141,99.9432174787264,0.8350486548851412,-92.912,-36.824,110.706,133.029,0.34845794334899444,28,fish4_plane1_28
55,138.529,93.882,4.195023949883344,81.82708454417767,0.6950239498833444,-71.118,-40.471000000000004,108.588,128.412,0.34823292103825504,55,fish3p2_55
74,97.529,113.014,3.709551154596807,96.64402742539241,0.20955115459680718,-51.986000000000004,-81.471,106.857,125.314,0.34614233452101123,74,fish3p2_74
169,69.0,138.0,3.113028995751033,105.04284840006957,0.3869710042489669,3.0,-105.0,102.062,118.344,0.34297728281601375,169,fish5p1_169
165,54.5,169.0,2.8643985773293608,124.2427060233316,0.6356014226706392,34.0,-119.5,97.324,108.824,0.3425976278310969,165,fish5p1_165
43,115.233,77.433,4.177963518789763,82.00112058990413,0.6779635187897632,-70.567,-41.766999999999996,103.2,119.0,0.3424812882739852,43,fish4_plane1_43
54,91.551,95.782,3.8150167198480363,83.72748130094443,0.31501671984803625,-52.218,-65.449,115.641,144.179,0.3422692096900676,54,fish4_plane1_54
108,50.5,123.0,3.244514082712934,107.06656807799529,0.25548591728706604,-11.0,-106.5,105.577,125.615,0.34205013427263026,108,fish9_108
79,71.1,116.46,3.564330966549513,118.31543263665988,0.06433096654951287,-48.540000000000006,-107.9,102.0,116.12,0.3419902288506042,79,fish3p2_79
88,119.452,125.857,3.7231071996539713,71.26106056606231,0.2231071996539713,-39.143,-59.548,105.786,123.786,0.34197032227590596,88,fish3p2_88
149,106.5,78.0,4.092716528382832,100.72859574122931,0.592716528382832,-82.0,-58.5,94.324,98.618,0.34133193397576594,149,fish7p2_149
34,103.242,68.855,4.0224667843457205,84.46178774451793,0.5224667843457205,-65.145,-53.757999999999996,110.387,135.516,0.3412473080964902,34,fish9_34
114,99.38,152.66,3.2953554621899483,80.57059016787701,0.20464453781005165,-12.340000000000003,-79.62,112.38,137.6,0.33968326830387874,114,fish3p2_114
176,66.0,114.0,3.333640670830523,110.02272492535349,0.16635932916947693,-21.0,-108.0,103.167,121.083,0.3390539039149806,176,fish5p1_176
122,81.9,165.6,3.1354135355292314,97.10185374131639,0.3645864644707686,0.5999999999999943,-97.1,112.45,137.95,0.3386809269162211,122,fish3p2_122
211,92.5,190.0,2.547948360956609,98.32217450809354,0.9520516390433911,55.0,-81.5,95.794,106.029,0.3382284018122168,211,fish5p1_211
71,92.133,138.133,3.43313632018036,76.07736442595787,0.06686367981963981,-21.86699999999999,-72.867,123.067,158.133,0.3374046653412077,71,fish7p2_71
63,57.824,75.912,3.6121026308487973,130.33899922893377,0.11210263084879735,-59.087999999999994,-116.176,99.676,114.118,0.3371993623362522,63,fish5p1_63
52,157.219,88.688,4.434361067088134,79.3595193092801,0.9343610670881342,-76.312,-21.781000000000006,107.969,129.094,0.33665815805060084,52,fish3p2_52
